problemID,problemRating,tags
189C,1659,"[greedy, implementation]"
583A,1032,[implementation]
74C,1986,"[dfs and similar, dsu, graphs, number theory]"
455D,2720,[data structures]
30A,1438,"[brute force, math]"
107D,2427,"[dp, matrices]"
303D,2689,"[math, number theory]"
223E,5000,"[flows, geometry, graphs]"
167E,2840,"[math, matrices]"
34D,1513,"[dfs and similar, graphs]"
94E,2396,[brute force]
371C,1698,"[binary search, brute force]"
200C,1828,"[brute force, implementation]"
287B,1701,"[binary search, math]"
548C,2483,[number theory]
255B,1247,[implementation]
333C,2672,"[brute force, constructive algorithms]"
387E,2358,"[binary search, data structures]"
316A1,1151,[greedy]
570E,2419,"[combinatorics, dp]"
89A,1780,[greedy]
475E,2655,[dfs and similar]
271D,1879,"[data structures, strings]"
58B,1308,[greedy]
424E,5000,"[dfs and similar, dp, probabilities]"
708C,2244,"[data structures, dfs and similar, dp, greedy, trees]"
314D,2497,"[binary search, data structures, geometry, sortings, two pointers]"
122E,2173,[]
43E,2179,"[brute force, implementation, two pointers]"
13E,2498,"[data structures, dsu]"
56C,1724,"[data structures, expression parsing, implementation]"
49C,1583,"[constructive algorithms, math]"
316G3,2793,[string suffix structures]
585F,5000,"[dp, implementation, strings]"
495B,1615,[math]
601B,2062,[data structures]
576D,2733,"[dp, matrices]"
217C,2633,"[divide and conquer, dp, expression parsing]"
247C,1779,[]
629B,1191,[brute force]
231E,2398,"[data structures, dfs and similar, dp, graphs, trees]"
9B,1348,"[brute force, geometry, implementation]"
610B,1365,[implementation]
151D,1885,"[combinatorics, dsu]"
217B,2099,"[brute force, math]"
75D,2051,"[data structures, dp, greedy, implementation, math, trees]"
242A,1153,"[brute force, implementation]"
352B,1361,"[implementation, sortings]"
378D,2198,"[binary search, data structures, greedy, sortings]"
356B,1917,"[implementation, math]"
181D,1981,[dp]
570A,1234,[implementation]
118E,2057,"[dfs and similar, graphs]"
583D,2059,[]
178F3,2422,[]
452A,1222,"[implementation, strings]"
243C,2260,"[dfs and similar, implementation]"
142C,2265,"[brute force, dp]"
621D,2356,"[brute force, math]"
512E,2845,"[constructive algorithms, divide and conquer]"
701A,883,[greedy]
527B,1661,[greedy]
114E,2408,[number theory]
492B,1272,"[binary search, math, sortings]"
500F,2759,"[divide and conquer, dp]"
177D2,1537,[data structures]
674C,2344,"[divide and conquer, dp]"
431A,770,[implementation]
627B,1681,[data structures]
648A,1356,[constructive algorithms]
286D,2661,"[data structures, sortings]"
509F,2559,[dp]
85D,2209,"[binary search, brute force, data structures, implementation]"
102A,1341,[brute force]
571E,5000,[math]
569E,5000,[]
387C,1720,"[greedy, implementation]"
164D,3005,"[binary search, brute force]"
456A,1270,[sortings]
37B,1698,"[greedy, implementation]"
586B,1289,[implementation]
216D,1858,"[binary search, sortings, two pointers]"
372D,2653,"[binary search, data structures, dfs and similar, trees, two pointers]"
635A,1186,"[brute force, implementation]"
252C,1593,"[binary search, combinatorics, two pointers]"
635C,1855,[dp]
215C,2168,"[brute force, implementation]"
714C,1521,[data structures]
711A,823,"[brute force, implementation]"
273E,2629,"[dp, games]"
369B,1509,"[constructive algorithms, implementation, math]"
514A,1191,"[greedy, implementation]"
602B,1495,"[dp, two pointers]"
604A,1041,[implementation]
51A,1266,[implementation]
263C,2043,"[dfs and similar, implementation]"
276E,2270,"[data structures, trees]"
303A,1355,"[constructive algorithms, implementation, math]"
427E,2064,"[greedy, implementation, math, ternary search]"
675B,1473,"[brute force, constructive algorithms, math]"
177C2,1548,"[brute force, dfs and similar, dsu, graphs]"
197E,2578,"[constructive algorithms, dfs and similar, geometry]"
157C,1776,"[brute force, dp, strings]"
56A,1211,[implementation]
279C,1788,"[dp, implementation, two pointers]"
55A,1168,"[implementation, math]"
556B,1194,"[brute force, implementation]"
213C,1978,[dp]
197A,1554,"[constructive algorithms, games, math]"
228D,2268,[data structures]
592D,2216,"[dfs and similar, dp, trees]"
685B,1879,"[data structures, dfs and similar, trees]"
141E,2551,"[constructive algorithms, dp, dsu, graphs]"
81E,2653,"[dfs and similar, dp, dsu, graphs, implementation, trees]"
510E,5000,[flows]
519E,2168,"[binary search, data structures, dfs and similar, dp, trees]"
91A,1485,"[greedy, strings]"
178F1,1887,[]
533E,1814,"[constructive algorithms, dp, greedy, hashing, strings, two pointers]"
614B,1501,[implementation]
83C,2368,"[graphs, greedy, shortest paths]"
359E,2448,[dfs and similar]
331C3,2570,[dp]
112E,2164,"[bitmasks, dp]"
343B,1607,"[data structures, greedy, implementation]"
699B,1555,[implementation]
714A,1297,[math]
38F,2089,"[dp, games, strings]"
46G,2397,[geometry]
53C,1128,[constructive algorithms]
93D,2513,"[dp, math, matrices]"
174D,2057,[graphs]
627C,2239,"[data structures, divide and conquer, greedy]"
69A,994,"[implementation, math]"
251B,1884,"[implementation, math]"
247B,1515,[]
591B,1297,[implementation]
696B,1712,"[dfs and similar, math, probabilities, trees]"
688A,883,[implementation]
221D,2047,[data structures]
571D,3152,"[binary search, data structures, dsu, trees]"
198D,2869,[constructive algorithms]
629A,865,"[brute force, constructive algorithms, implementation]"
272E,2360,"[combinatorics, constructive algorithms, graphs]"
117B,1840,"[brute force, number theory]"
338B,1948,"[dfs and similar, dp, trees]"
102C,1455,[greedy]
650D,2590,"[binary search, data structures, dp]"
513G3,3194,[dp]
177B2,1296,[number theory]
648D,2010,"[greedy, sortings]"
145D,3110,"[combinatorics, data structures, implementation]"
67E,2389,[geometry]
716A,963,[implementation]
576B,2130,"[constructive algorithms, dfs and similar, greedy, trees]"
371A,1202,"[implementation, math]"
370C,1803,"[constructive algorithms, greedy, sortings]"
486A,1027,"[implementation, math]"
568A,1612,"[brute force, implementation, math, number theory]"
131C,1552,"[combinatorics, math]"
543C,2542,"[bitmasks, dp]"
96B,1424,"[binary search, bitmasks, brute force]"
520A,926,"[implementation, strings]"
263D,1836,"[dfs and similar, graphs]"
254B,1531,"[brute force, implementation]"
81D,2019,"[constructive algorithms, greedy]"
47E,5000,"[data structures, geometry, sortings]"
7E,2198,"[dp, expression parsing, implementation]"
368E,2287,"[combinatorics, graphs, implementation]"
378B,1355,"[implementation, sortings]"
551A,914,"[implementation, sortings]"
281B,1739,"[brute force, implementation, two pointers]"
553B,1905,"[binary search, combinatorics, constructive algorithms, implementation, math]"
686E,5000,[]
231D,1578,"[brute force, geometry]"
126A,2061,"[binary search, brute force, math]"
324D1,2502,[]
471C,1709,"[binary search, brute force, greedy, math]"
164E,5000,[]
332E,2561,"[dp, greedy, implementation]"
319C,2117,"[dp, geometry]"
246E,2755,"[binary search, data structures, dfs and similar, dp, sortings]"
41E,1773,"[constructive algorithms, graphs, greedy]"
160D,2366,"[dfs and similar, dsu, graphs, sortings]"
337A,1092,"[dp, graph matchings, greedy]"
154B,1701,"[math, number theory]"
326D,2477,[]
191A,1477,[dp]
372E,3180,"[combinatorics, geometry]"
507A,1114,"[greedy, implementation, sortings]"
464D,2733,"[dp, probabilities]"
229A,1754,"[brute force, two pointers]"
698E,2974,[]
324D2,2791,[]
181E,2193,[games]
405C,1676,"[implementation, math]"
226A,1291,[math]
354E,2160,"[constructive algorithms, dfs and similar, dp]"
316A2,1387,[math]
279B,1402,"[binary search, brute force, implementation, two pointers]"
476E,2650,"[dp, strings]"
327E,2351,"[bitmasks, combinatorics, constructive algorithms, dp, meet-in-the-middle]"
445B,1466,"[dfs and similar, dsu, greedy]"
709C,1328,[greedy]
201A,1761,"[constructive algorithms, dp, math]"
367C,1964,"[graphs, greedy, sortings]"
558A,1190,"[brute force, implementation, sortings]"
697D,1939,[]
244A,1008,[implementation]
163D,2974,[brute force]
296B,1918,"[combinatorics, dp]"
447C,1798,[dp]
105A,1847,[implementation]
79A,1352,[greedy]
358A,1523,"[brute force, implementation]"
131D,1669,"[dfs and similar, graphs]"
113E,2759,"[combinatorics, implementation, math]"
326A,1439,[]
560A,1077,"[geometry, implementation, sortings]"
283D,2492,"[dp, math, number theory]"
180C,1384,[dp]
680B,1139,"[constructive algorithms, implementation]"
90B,1102,"[implementation, strings]"
177A1,874,[implementation]
721E,2831,[]
332C,2151,"[data structures, greedy, sortings]"
77D,2311,"[dp, implementation]"
494B,2026,"[dp, strings]"
113C,2231,"[brute force, number theory]"
124C,1746,"[constructive algorithms, dfs and similar, dsu, greedy, number theory, sortings, strings]"
584E,2361,"[constructive algorithms, greedy]"
118C,1904,"[brute force, greedy, sortings, strings]"
662C,3324,"[bitmasks, brute force, divide and conquer, dp, fft, math]"
46E,1738,"[data structures, dp]"
624A,898,[math]
350A,1302,"[brute force, greedy, implementation]"
497D,2913,"[brute force, geometry, math]"
648B,1352,"[constructive algorithms, sortings]"
400E,2296,"[binary search, bitmasks, data structures]"
472C,1443,[greedy]
49E,5000,[dp]
582A,1885,"[constructive algorithms, greedy]"
547B,1835,"[binary search, data structures, dp, dsu]"
456E,2391,"[dfs and similar, dsu, graphs, trees]"
542D,2640,"[dfs and similar, dp, hashing, math, number theory]"
528A,1488,"[data structures, implementation]"
81A,1510,[implementation]
299E,2288,[]
721A,810,[]
526E,2443,"[dp, implementation]"
274C,2673,"[brute force, geometry]"
200B,760,"[implementation, math]"
249A,2119,[geometry]
711C,1734,[dp]
338D,2900,"[chinese remainder theorem, math, number theory]"
354A,1642,"[brute force, greedy, math]"
568E,3381,"[data structures, dp]"
94D,1971,"[greedy, math]"
74A,984,[implementation]
658C,1654,[]
708A,1264,"[constructive algorithms, implementation]"
62E,2612,"[dp, flows]"
96E,5000,[]
651B,1241,"[greedy, sortings]"
176B,1759,[dp]
443E,5000,[]
19D,2466,[data structures]
676C,1595,"[binary search, dp, two pointers]"
437C,1633,"[graphs, greedy, sortings]"
579F,2921,[]
61D,1873,"[dfs and similar, graphs, greedy, shortest paths, trees]"
443C,2083,"[bitmasks, brute force, constructive algorithms, implementation]"
478D,2081,[dp]
53B,1826,"[binary search, implementation]"
420C,1979,"[data structures, graphs, implementation, two pointers]"
369E,2393,"[binary search, data structures]"
275B,1752,"[constructive algorithms, implementation]"
624B,1253,"[greedy, sortings]"
114B,1598,"[bitmasks, brute force]"
653D,2322,"[binary search, flows]"
439B,1275,"[implementation, sortings]"
277D,2944,"[dp, probabilities]"
331D2,2666,[graphs]
446B,1906,"[brute force, greedy]"
721C,1932,"[dp, graphs]"
351D,2754,[data structures]
103D,2106,"[brute force, data structures, sortings]"
324B1,1655,[]
41C,1309,"[expression parsing, implementation]"
220D,2553,"[chinese remainder theorem, geometry, math]"
606E,2628,[]
107E,2866,"[geometry, probabilities]"
304E,2693,[math]
430B,1384,"[brute force, two pointers]"
270D,2017,[dp]
29C,1581,"[data structures, dfs and similar, graphs, implementation]"
27E,1938,"[brute force, dp, number theory]"
515A,1126,[math]
129B,1329,"[brute force, dfs and similar, graphs]"
552C,1851,"[brute force, dp, greedy, math, meet-in-the-middle]"
309E,2978,"[binary search, greedy]"
624D,2642,"[dp, greedy, number theory]"
111C,2057,"[bitmasks, dp, dsu]"
461B,1951,"[dfs and similar, dp, trees]"
571C,2567,"[constructive algorithms, dfs and similar, graphs, greedy]"
262B,1355,[greedy]
215B,1341,"[greedy, math]"
404A,1184,[implementation]
271B,1466,"[binary search, brute force, math, number theory]"
549C,2358,[games]
513A,937,"[constructive algorithms, math]"
4D,1679,"[dp, sortings]"
70C,2135,"[binary search, data structures, sortings, two pointers]"
242E,2107,"[bitmasks, data structures]"
417A,1621,"[dp, implementation, math]"
287C,1639,"[constructive algorithms, greedy, implementation, math]"
57B,1552,[implementation]
285A,1093,"[greedy, implementation]"
611H,3331,"[constructive algorithms, flows]"
151B,1350,"[implementation, strings]"
721B,1311,[]
298E,5000,"[constructive algorithms, sortings]"
573A,1382,"[implementation, number theory]"
257E,2739,"[data structures, implementation]"
300E,2300,"[binary search, math]"
84C,1682,"[binary search, implementation]"
402E,2301,[graphs]
674F,2889,[combinatorics]
177E1,1719,[binary search]
704E,5000,[]
205A,1114,"[brute force, implementation]"
265E,2325,"[schedules, sortings]"
201C,2073,[dp]
297E,3035,[data structures]
41B,1429,[brute force]
18C,1232,"[data structures, implementation]"
327C,1704,"[combinatorics, math]"
685E,2844,"[brute force, graphs]"
416B,1315,"[brute force, dp, implementation]"
676B,1571,[implementation]
281E,2508,[math]
421E,2506,[data structures]
285E,5000,"[combinatorics, dp, math]"
115E,2470,"[data structures, dp]"
593A,1268,[brute force]
48F,5000,"[greedy, sortings]"
140D,1786,"[greedy, sortings]"
142D,2603,[games]
343E,2906,"[brute force, dfs and similar, divide and conquer, flows, greedy]"
201E,2615,"[binary search, combinatorics]"
305B,1768,"[brute force, math]"
230E,2181,"[combinatorics, graphs, math]"
701C,1516,"[binary search, two pointers]"
342C,1869,[geometry]
351A,1886,"[dp, greedy, implementation, math]"
713D,2741,"[binary search, data structures]"
331C2,2357,[dp]
97E,5000,"[dfs and similar, dsu, graphs, trees]"
587D,3346,"[2-sat, binary search]"
626D,1816,"[brute force, combinatorics, probabilities]"
69C,1851,[implementation]
192C,1709,[dp]
89E,5000,[greedy]
169C,1905,[dp]
719A,1217,[implementation]
651E,2486,"[dsu, graphs, greedy]"
629C,2029,"[dp, strings]"
168C,1633,"[implementation, math]"
85A,1355,"[constructive algorithms, implementation]"
701B,1261,[math]
361E,2747,[]
583C,1777,[]
688C,1538,"[dfs and similar, graphs]"
252E,2620,"[dp, number theory]"
349B,1688,"[data structures, dp, greedy]"
26C,1797,"[combinatorics, constructive algorithms]"
655E,2133,"[dp, greedy, strings]"
193A,1786,"[2-sat, chinese remainder theorem, trees]"
124B,1469,"[brute force, combinatorics, implementation]"
115C,2170,[math]
518D,1830,"[combinatorics, dp, probabilities]"
555B,1944,"[data structures, greedy, sortings]"
372A,1680,"[binary search, greedy, sortings, two pointers]"
237D,2133,"[dfs and similar, graphs, greedy]"
625E,5000,"[data structures, greedy]"
655A,1303,[]
404B,1575,"[implementation, math]"
573B,1670,"[binary search, data structures, dp]"
466B,1985,"[brute force, math]"
451D,2011,[math]
174A,1276,[math]
150C,2246,"[data structures, math, probabilities]"
22D,1638,"[greedy, sortings]"
544D,2438,"[brute force, graphs, shortest paths]"
67B,1722,[greedy]
525E,2414,"[binary search, bitmasks, brute force, dp, meet-in-the-middle]"
373B,1670,"[binary search, implementation, math]"
163E,2778,"[data structures, dfs and similar, dp, strings, trees]"
506C,2948,[binary search]
321A,1856,"[binary search, implementation, math]"
118A,1116,"[implementation, strings]"
617A,745,[math]
318D,2077,[dfs and similar]
138E,5000,"[brute force, dp, two pointers]"
546A,815,"[implementation, math]"
232E,5000,"[bitmasks, divide and conquer, dp]"
251C,2057,"[dp, greedy, number theory]"
545A,1006,[implementation]
551D,2615,"[combinatorics, math, matrices, number theory]"
265A,816,[implementation]
495C,1835,[implementation]
536C,2695,[geometry]
513F1,2774,[flows]
289D,1780,"[brute force, combinatorics, dfs and similar, math]"
247E,5000,[]
560D,1918,"[hashing, implementation, strings]"
579D,1950,"[brute force, greedy, math]"
501D,2251,[data structures]
578B,1814,"[brute force, greedy]"
160A,1075,"[greedy, sortings]"
489D,1751,"[brute force, combinatorics, dfs and similar, graphs]"
534E,2598,"[constructive algorithms, greedy, hashing, implementation]"
655B,1391,[]
28E,5000,"[geometry, math]"
657A,1765,[graphs]
414D,2299,"[binary search, data structures, greedy, two pointers]"
662D,2382,"[constructive algorithms, greedy, implementation, math]"
520B,1434,"[dfs and similar, graphs, greedy, implementation, math, shortest paths]"
581D,1750,"[bitmasks, brute force, constructive algorithms, implementation, math]"
626G,3094,"[data structures, greedy]"
689E,2273,"[combinatorics, data structures, implementation]"
284B,1135,"[brute force, implementation]"
279D,2550,"[bitmasks, dp]"
673E,2499,"[divide and conquer, dp]"
27D,1975,"[2-sat, dfs and similar, dsu, graphs]"
329D,2473,[constructive algorithms]
166B,2124,"[geometry, sortings]"
457E,5000,"[constructive algorithms, flows, math]"
304B,1451,"[brute force, implementation]"
49A,862,[implementation]
529C,2381,[data structures]
596C,1781,"[greedy, sortings]"
198A,1695,"[implementation, math]"
468C,2466,"[binary search, constructive algorithms, math]"
232A,1694,"[binary search, constructive algorithms, graphs, greedy]"
504C,2592,[math]
479E,2141,[dp]
352E,2831,[]
276A,964,[implementation]
137A,1120,[implementation]
461C,2174,"[data structures, implementation]"
442B,1892,"[greedy, math, probabilities]"
586F,2597,[meet-in-the-middle]
128E,5000,"[geometry, math]"
582D,3359,"[dp, number theory]"
289C,1339,"[constructive algorithms, implementation]"
276C,1549,"[data structures, implementation, sortings]"
568B,1817,"[combinatorics, dp, math]"
96A,1128,"[implementation, strings]"
631A,1136,"[brute force, implementation]"
506B,2156,"[dfs and similar, graphs]"
602D,2261,[]
200D,1739,"[binary search, brute force, expression parsing, implementation]"
229C,1913,"[combinatorics, graphs, math]"
280B,1810,"[data structures, implementation, two pointers]"
23E,2230,[dp]
148D,1853,"[dp, games, math, probabilities]"
86E,2574,"[brute force, math, matrices]"
178D3,2064,[]
262C,1482,"[greedy, sortings]"
219E,2438,[data structures]
217D,2880,"[bitmasks, brute force, combinatorics, dfs and similar, math]"
325B,1924,"[binary search, math]"
234A,1174,[implementation]
143C,1762,"[implementation, math]"
293B,2711,"[brute force, combinatorics]"
439C,1874,"[brute force, constructive algorithms, implementation, number theory]"
83D,2335,"[dp, math, number theory]"
651C,1517,"[data structures, geometry, implementation, sortings]"
699C,1456,"[brute force, dp]"
417D,2284,"[bitmasks, dp, greedy, sortings]"
355A,1142,"[constructive algorithms, implementation]"
177G2,5000,"[matrices, strings]"
493E,2817,[math]
123B,1795,[math]
431E,2489,"[binary search, data structures, ternary search]"
299A,1075,"[brute force, number theory, sortings]"
223B,1959,"[data structures, dp, strings]"
568D,2891,"[brute force, math]"
294A,907,"[implementation, math]"
334B,1617,[sortings]
430C,1724,"[brute force, data structures, dfs and similar, trees]"
667C,1878,"[dp, strings]"
6A,1164,"[brute force, geometry]"
225C,1747,"[dp, matrices]"
148A,937,"[constructive algorithms, implementation, math]"
542F,2135,"[dp, greedy]"
588B,1454,[math]
82E,2504,[geometry]
572C,2424,"[brute force, combinatorics, dp, math]"
513F2,2881,[flows]
400D,2096,"[dsu, graphs, shortest paths]"
54B,1795,"[hashing, implementation]"
547D,2718,"[dfs and similar, graphs]"
315C,1742,"[dp, greedy, implementation]"
279A,1433,"[brute force, geometry, implementation]"
614A,1676,[brute force]
107C,2371,"[bitmasks, dp]"
78C,1957,"[dp, games, number theory]"
608D,2031,[]
650B,2016,"[binary search, dp, two pointers]"
452B,1820,"[brute force, constructive algorithms, geometry, trees]"
280C,2191,"[implementation, math, probabilities, trees]"
512C,2358,"[flows, graph matchings]"
237E,2088,"[flows, graphs]"
111D,2400,"[combinatorics, dp]"
479D,1935,"[binary search, greedy, implementation]"
719C,1829,[implementation]
433C,2080,"[implementation, math, sortings]"
384C,1605,[greedy]
63A,981,"[implementation, sortings, strings]"
208E,2359,"[binary search, data structures, dfs and similar, trees]"
417E,2382,"[constructive algorithms, math, probabilities]"
145A,1263,"[greedy, implementation]"
128D,2001,[constructive algorithms]
203B,1431,"[brute force, implementation]"
527D,2224,"[data structures, dp, greedy, implementation, sortings]"
436D,2944,[dp]
623A,1919,"[constructive algorithms, graphs]"
260D,2289,"[constructive algorithms, dsu, graphs, greedy, trees]"
342B,1617,"[brute force, greedy, implementation]"
110C,1305,"[implementation, math]"
601A,1795,"[graphs, shortest paths]"
507D,2315,"[dp, implementation]"
249C,2596,"[dp, probabilities]"
330D,1841,"[dfs and similar, implementation, shortest paths]"
493B,1516,[implementation]
87E,2635,[geometry]
382B,1956,"[binary search, math]"
497E,2913,"[dp, matrices]"
504A,1612,"[constructive algorithms, data structures, graphs, greedy]"
377B,1902,"[binary search, data structures, greedy, sortings]"
10E,2225,[constructive algorithms]
556E,2510,"[binary search, data structures]"
578E,2771,"[constructive algorithms, greedy]"
559A,1576,"[brute force, geometry, math]"
33E,2350,[]
379D,2172,"[bitmasks, brute force, dp]"
672C,1902,"[brute force, geometry, greedy]"
9C,1294,"[brute force, implementation, math]"
205E,2352,"[brute force, combinatorics, probabilities]"
557D,2204,"[combinatorics, dfs and similar, graphs, math]"
152C,1430,[combinatorics]
227E,2741,"[matrices, number theory]"
218C,1494,"[dfs and similar, dsu, graphs]"
205D,1676,"[binary search, brute force, sortings]"
208B,1895,"[dfs and similar, dp]"
232D,3126,"[binary search, data structures, string suffix structures]"
713E,3512,[]
509B,1340,"[constructive algorithms, greedy, implementation]"
635E,2378,"[data structures, greedy]"
178E1,1870,[]
404E,2621,"[binary search, greedy, implementation]"
156C,1969,"[combinatorics, dp]"
596D,2439,"[dp, probabilities, sortings]"
161B,1716,"[constructive algorithms, greedy, sortings]"
363B,1225,"[brute force, dp]"
194D,2225,[]
78B,1184,"[constructive algorithms, implementation]"
4C,1386,"[data structures, hashing, implementation]"
269C,2149,"[constructive algorithms, flows, graphs]"
472B,1301,[]
116B,1354,"[greedy, implementation]"
607C,2522,"[hashing, strings]"
67A,1748,"[dp, graphs, greedy, implementation]"
346A,1555,"[games, math, number theory]"
73B,1958,"[binary search, greedy, sortings]"
129D,2229,"[implementation, string suffix structures, strings]"
297C,2453,[constructive algorithms]
40A,1312,"[constructive algorithms, implementation, math]"
469C,1638,"[constructive algorithms, implementation]"
617E,2350,[data structures]
385E,2582,"[math, matrices]"
325C,2686,"[dfs and similar, shortest paths]"
355E,2352,"[binary search, brute force, data structures]"
234D,1674,[implementation]
653A,1125,"[brute force, implementation, sortings]"
513E2,2762,[dp]
213A,1707,"[dfs and similar, greedy]"
127D,1916,"[hashing, strings]"
254E,2445,"[dp, implementation]"
297B,1624,"[constructive algorithms, greedy]"
568C,2700,"[2-sat, greedy]"
113B,2189,"[brute force, data structures, hashing, strings]"
329A,1479,"[constructive algorithms, greedy]"
278B,1536,"[brute force, strings]"
618C,1848,"[geometry, implementation]"
373E,2528,[dp]
46D,1652,"[data structures, implementation]"
256B,1834,"[binary search, brute force, math]"
518E,2345,"[greedy, implementation, ternary search]"
492C,1519,"[greedy, sortings]"
110E,2069,"[combinatorics, dfs and similar, trees]"
375B,1809,"[data structures, dp, implementation, sortings]"
373C,1719,"[greedy, sortings, two pointers]"
466C,1740,"[binary search, brute force, data structures, dp, two pointers]"
538H,3188,"[2-sat, data structures, dfs and similar, greedy]"
599E,2964,"[bitmasks, dp]"
9E,2051,"[dfs and similar, dsu, graphs]"
605D,2464,"[data structures, dfs and similar]"
65A,1736,"[implementation, math]"
346E,5000,[math]
700A,1864,"[binary search, math]"
196A,1209,[greedy]
344C,1620,[math]
225A,1178,"[constructive algorithms, greedy]"
674G,3229,[]
388E,5000,[geometry]
51B,1662,[expression parsing]
167B,1933,"[dp, probabilities]"
508B,1348,[greedy]
103C,1928,"[constructive algorithms, greedy]"
585C,2438,[number theory]
53D,1482,[sortings]
369D,2338,"[dfs and similar, dp, shortest paths]"
465A,973,[implementation]
351B,1860,"[combinatorics, dp, probabilities]"
308B,2153,[]
474B,1266,"[binary search, implementation]"
462A,1141,"[brute force, implementation]"
572E,5000,[]
486D,2224,"[dfs and similar, dp, math, trees]"
651A,1169,"[dp, greedy]"
157E,2170,"[dp, math]"
414A,1438,"[constructive algorithms, number theory]"
178A2,1083,[greedy]
649E,2234,"[binary search, data structures, greedy, sortings]"
603E,3217,"[data structures, divide and conquer, dsu, trees]"
23A,1025,"[brute force, greedy]"
464A,1738,"[greedy, strings]"
164C,2347,[flows]
408E,5000,[]
679A,1512,[constructive algorithms]
400A,1138,"[dp, implementation]"
132C,1812,[dp]
114D,2408,"[data structures, hashing, string suffix structures, strings]"
626C,1615,"[brute force, greedy]"
38D,1876,[implementation]
606C,1663,[]
344D,1697,"[data structures, greedy, implementation]"
331D3,3184,"[data structures, implementation, trees]"
408B,1250,[implementation]
401C,1477,"[constructive algorithms, greedy, implementation]"
341D,2515,[data structures]
677A,487,[implementation]
500C,1582,"[constructive algorithms, greedy, implementation, math]"
239B,1653,"[brute force, implementation]"
150B,1612,"[combinatorics, dfs and similar, math]"
138B,1903,[greedy]
507B,1457,"[geometry, math]"
567D,1889,"[binary search, data structures, sortings]"
7A,1147,"[brute force, constructive algorithms]"
28B,1467,"[dfs and similar, dsu, graphs]"
70E,2623,"[dp, implementation, trees]"
365B,1235,[implementation]
213B,1890,"[combinatorics, dp]"
543A,1813,[dp]
658D,2324,[]
673C,1511,[]
12A,920,[implementation]
327A,1229,"[brute force, dp, implementation]"
86A,1847,[math]
329E,5000,[math]
316B2,1600,"[dfs and similar, dp]"
173C,1876,"[brute force, dp]"
281D,2133,[two pointers]
16D,1649,"[implementation, strings]"
320E,2417,[dp]
268C,1542,"[constructive algorithms, implementation]"
400C,1596,"[implementation, math]"
474E,2192,"[binary search, data structures, dp, sortings, trees]"
573C,2399,"[constructive algorithms, dfs and similar, trees]"
509C,1976,"[dp, greedy, implementation]"
705B,1235,[games]
258A,1226,"[greedy, math]"
106C,1711,"[chinese remainder theorem, geometry]"
617D,1787,[constructive algorithms]
697B,1601,[implementation]
28C,1975,"[combinatorics, dp, probabilities]"
509E,1917,"[math, strings]"
295D,2447,"[combinatorics, dp]"
687B,1959,"[chinese remainder theorem, math, number theory]"
592A,1433,[implementation]
721D,2059,"[constructive algorithms, data structures, greedy]"
163B,2300,[binary search]
709B,1596,"[implementation, sortings]"
186B,1349,"[greedy, sortings]"
567E,2789,"[dfs and similar, graphs, hashing, shortest paths]"
388A,1397,"[greedy, sortings]"
35A,972,[implementation]
406D,2212,"[dfs and similar, geometry, trees]"
341E,3155,"[constructive algorithms, greedy]"
645G,3588,"[binary search, geometry]"
704D,3188,[flows]
140A,1719,"[geometry, math]"
519A,1028,[implementation]
621B,1323,[combinatorics]
211B,2346,[]
500G,5000,"[number theory, trees]"
430D,1991,"[brute force, dp]"
168A,1052,[implementation]
459E,2169,"[dp, sortings]"
445C,1802,"[graphs, greedy]"
80B,1197,"[geometry, math]"
126E,5000,"[brute force, flows]"
27A,1317,"[implementation, sortings]"
380B,2347,"[graphs, implementation]"
154C,2386,"[graphs, hashing, sortings]"
63E,2075,"[bitmasks, dfs and similar, dp, games, implementation]"
350B,1572,[brute force]
574C,1482,[number theory]
105D,2832,"[brute force, dsu, implementation]"
324C1,1511,[]
126D,2293,"[dp, math]"
117A,1420,"[implementation, math]"
316E3,2447,"[data structures, math]"
232C,5000,"[constructive algorithms, divide and conquer, dp, graphs, shortest paths]"
519C,1300,"[greedy, implementation, math, number theory]"
351E,2132,[greedy]
363E,5000,"[brute force, data structures, implementation]"
331D1,2344,"[dfs and similar, implementation]"
140F,2695,"[geometry, sortings]"
92C,1657,"[binary search, data structures, dp, greedy]"
477B,1898,[math]
586A,1134,[implementation]
569D,2149,"[brute force, dp, math]"
404D,2105,"[dp, implementation]"
577A,1130,"[implementation, number theory]"
29E,2336,"[graphs, shortest paths]"
471A,1267,[implementation]
558D,2514,"[data structures, implementation, sortings]"
551E,2544,"[binary search, data structures]"
435E,5000,[]
634C,1629,[data structures]
657E,5000,[]
430E,2461,"[constructive algorithms, data structures, dfs and similar]"
71E,2226,"[bitmasks, dp]"
63C,1719,"[brute force, implementation]"
304C,1505,[constructive algorithms]
13B,1752,"[geometry, implementation]"
513D1,2442,[dfs and similar]
472G,2908,"[bitmasks, data structures, fft]"
505A,1295,"[brute force, implementation, strings]"
617C,1803,[implementation]
221A,1027,"[implementation, math]"
613C,2464,[constructive algorithms]
116D,1740,"[dp, greedy]"
466E,2363,"[dfs and similar, dsu, graphs, trees]"
127E,2218,[implementation]
14C,1561,"[brute force, constructive algorithms, geometry, implementation, math]"
14A,1031,[implementation]
330E,2808,[]
370D,2216,"[brute force, constructive algorithms, implementation]"
178D2,1980,[]
494A,1740,[greedy]
554B,1247,"[brute force, strings]"
542B,5000,[data structures]
554A,867,"[brute force, math]"
